Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Fan, ZY; Yang, ZH; Yang, L",,,,"Fan, Zhengyu; Yang, Zehui; Yang, Liu",,,Daylight performance assessment of atrium skylight with integrated semi-transparent photovoltaic for different climate zones in China,BUILDING AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0360-1323,1873-684X,,,,MAR,2021,190,,,,,,,,107299,10.1016/j.buildenv.2020.107299,,,,,,,WOS:000613560400002,,,,,,
B,"Tabatabaian, M; Tivy, W; Bibby, C",,,ASME,"Tabatabaian, Mehrzad; Tivy, Wolf; Bibby, Chris",,,DESIGN AND DEVELOPMENT OF A HYBRID PHOTOVOLTAIC-THERMAL/PVT SYSTEM,"PROCEEDINGS OF THE ASME 6TH INTERNATIONAL CONFERENCE ON ENERGY SUSTAINABILITY - 2012, PTS A AND B",,,,,6th ASME International Conference on Energy Sustainability,"JUL 23-26, 2012","San Diego, CA","ASME, Adv Energy Syst Div, ASME, Solar Energy Div",,,,,,,,,,,,,,,,,,,,,,,978-0-7918-4481-6,,,,2012,,,,,,,919,930,,,,,,,,,WOS:000335710300107,,,,,,
B,"Paul, D; Mandal, SN; Mukherjee, D; Chaudhuri, SRB",,,IEEE Computer Society,"Paul, D.; Mandal, S. N.; Mukherjee, D.; Chaudhuri, S. R. Bhadra",,,Artificial Neural Network Modeling for Efficient Photovoltaic System Design,2008 INTERNATIONAL CONFERENCE ON ADVANCED COMPUTER THEORY AND ENGINEERING,,,,,International Conference on Advanced Computer Theory and Engineering (ICACTE 2008),"DEC 20-22, 2008","Phuket, THAILAND",Int Assoc Comp Sci & Informat Technol,,,,,,,,,,,,,,,,,,,,,,,978-0-7695-3489-3,,,,2008,,,,,,,50,+,,10.1109/ICACTE.2008.208,,,,,,,WOS:000263135200009,,,,,,
B,"Zhang, FY; Meng, C; Yang, Y; Sun, CP; Ji, CC; Chen, Y; Wei, W; Qiu, HM; Yang, G",,,IEEE,"Zhang, Fengyan; Meng, Chao; Yang, Yun; Sun, Chunpeng; Ji, Chengcheng; Chen, Ying; Wei, Wen; Qiu, Hemei; Yang, Gang",,,Advantages and Challenges of DC Microgrid for Commercial Building A Case Study from Xiamen University DC Microgrid,2015 IEEE FIRST INTERNATIONAL CONFERENCE ON DC MICROGRIDS (ICDCM),,,,,IEEE First International Conference on DC Microgrids (ICDCM),"JUN 07-10, 2015","Atlanta, GA","IEEE, PELS",,,,,,,,,,,,,,,,,,,,,,,978-1-4799-9880-7,,,,2015,,,,,,,355,358,,,,,,,,,WOS:000380504900069,,,,,,
J,"Uleman, F; Neder, V; Cordaro, A; Alu, A; Polman, A",,,,"Uleman, Floris; Neder, Verena; Cordaro, Andrea; Alu, Andrea; Polman, Albert",,,Resonant Metagratings for Spectral and Angular Control of Light for Colored Rooftop Photovoltaics,ACS APPLIED ENERGY MATERIALS,,,,,,,,,,,,,,,,"Alu, Andrea/A-1328-2007; Cordaro, Concetto Eugenio Andrea/AAF-3146-2019; Polman, Albert/D-1490-2011","Alu, Andrea/0000-0002-4297-5274; Cordaro, Concetto Eugenio Andrea/0000-0003-3000-7943; Polman, Albert/0000-0002-0685-3886; Neder, Verena/0000-0003-0460-391X",,,,,,,,,,,,2574-0962,,,,,APR 27,2020,3,4,,,,,3150,3156,,10.1021/acsaem.0c00027,,,,,,,WOS:000529190300005,,,,,,
J,"Cornaro, C; Basciano, G; Puggioni, VA; Pierro, M",,,,"Cornaro, Cristina; Basciano, Giulia; Puggioni, Valerio Adoo; Pierro, Marco",,,Energy Saving Assessment of Semi-Transparent Photovoltaic Modules Integrated into NZEB,BUILDINGS,,,,,,,,,,,,,,,,"Cornaro, Cristina/AAR-5613-2020","Cornaro, Cristina/0000-0002-7546-1878",,,,,,,,,,,,2075-5309,,,,,MAR,2017,7,1,,,,,,,9,10.3390/buildings7010009,,,,,,,WOS:000398691800008,,,,,,
J,"Quesada, G; Rousse, D; Dutil, Y; Badache, M; Halle, S",,,,"Quesada, Guillermo; Rousse, Daniel; Dutil, Yvan; Badache, Messaoud; Halle, Stephane",,,A comprehensive review of solar facades. Opaque solar facades,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,,,,,,,,,,,,,,,"Dutil, Yvan/I-2078-2019","Dutil, Yvan/0000-0002-3843-7473",,,,,,,,,,,,1364-0321,,,,,JUN,2012,16,5,,,,,2820,2832,,10.1016/j.rser.2012.01.078,,,,,,,WOS:000305354200037,,,,,,
J,"Yao, CN; Hao, B",,,,Yao Chun-nia; Hao Bin,,,Building-integrated renewable energy policy analysis in China,JOURNAL OF CENTRAL SOUTH UNIVERSITY OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005-9784,1993-0666,,,,DEC,2009,16,,,1,,,209,213,,10.1007/s11771-009-0210-4,,,,,,,WOS:000275644500039,,,,,,
J,"Cabo, FG; Marinic-Kragic, I; Garma, T; Nizetic, S",,,,"Cabo, Filip Grubisic; Marinic-Kragic, Ivo; Garma, Tonko; Nizetic, Sandro",,,Development of thermo-electrical model of photovoltaic panel under hot-spot conditions with experimental validation,ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0360-5442,1873-6785,,,,SEP 1,2021,230,,,,,,,,120785,10.1016/j.energy.2021.120785,,,,,,,WOS:000662704600010,,,,,,
J,"Zhang, HM; Dong, JZ; Duan, YF; Lu, XL; Peng, JQ",,,,"Zhang, Hongmei; Dong, Jinzhi; Duan, Yuanfeng; Lu, Xilin; Peng, Jinqing",,,Seismic and Power Generation Performance of U-Shaped Steel Connected PV-Shear Wall under Lateral Cyclic Loading,INTERNATIONAL JOURNAL OF PHOTOENERGY,,,,,,,,,,,,,,,,"Zhang, Hongmei/A-5034-2018; Peng, Jinqing/B-9520-2019","Peng, Jinqing/0000-0003-4455-5908",,,,,,,,,,,,1110-662X,1687-529X,,,,,2014,2014,,,,,,,,362638,10.1155/2014/362638,,,,,,,WOS:000340410300001,,,,,,
J,"Li, GQ; Pei, G; Yang, M; Ji, J; Su, YH",,,,"Li, Guiqiang; Pei, Gang; Yang, Ming; Ji, Jie; Su, Yuehong",,,Optical evaluation of a novel static incorporated compound parabolic concentrator with photovoltaic/thermal system and preliminary experiment,ENERGY CONVERSION AND MANAGEMENT,,,,,,,,,,,,,,,,"Li, Guiqiang/T-6213-2019","Su, Yuehong/0000-0002-6616-7626",,,,,,,,,,,,0196-8904,1879-2227,,,,SEP,2014,85,,,,,,204,211,,10.1016/j.enconman.2014.05.082,,,,,,,WOS:000340213800020,,,,,,
J,"Mohanty, L; Wittkopf, SK",,,,"Mohanty, Lipi; Wittkopf, Stephen K.",,,Effect of diffusion of light on thin-film photovoltaic laminates,Results in Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211-3797,,,,,,2016,6,,,,,,61,66,,10.1016/j.rinp.2015.12.007,,,,,,,WOS:000389770300018,,,,,,
J,"Muhammad-Sukki, F; Abu-Bakar, SH; Ramirez-Iniguez, R; McMeekin, SG; Stewart, BG; Sarmah, N; Mallick, TK; Munir, A; Yasin, SHM; Rahim, RA",,,,"Muhammad-Sukki, Firdaus; Abu-Bakar, Siti Hawa; Ramirez-Iniguez, Roberto; McMeekin, Scott G.; Stewart, Brian G.; Sarmah, Nabin; Mallick, Tapas Kumar; Munir, Abu Bakar; Yasin, Siti Hajar Mohd; Rahim, Ruzairi Abdul",,,Mirror symmetrical dielectric totally internally reflecting concentrator for building integrated photovoltaic systems,APPLIED ENERGY,,,,,,,,,,,,,,,,"Mallick, Tapas/ABE-6357-2020; Sukki, Firdaus Muhammad/I-7442-2012","Sukki, Firdaus Muhammad/0000-0002-5415-2259; Abu-Bakar, Siti Hawa/0000-0003-3995-5288",,,,,,,,,,,,0306-2619,1872-9118,,,,JAN,2014,113,,,,SI,,32,40,,10.1016/j.apenergy.2013.07.010,,,,,,,WOS:000329952500004,,,,,,
S,"Kim, JH; Kim, JT",,"Haberle, A",,"Kim, Jin-Hee; Kim, Jun-Tae",,,A simulation study of air-type building-integrated photovoltaic-thermal system,1ST INTERNATIONAL CONFERENCE ON SOLAR HEATING AND COOLING FOR BUILDINGS AND INDUSTRY (SHC 2012),Energy Procedia,,,,1st International Conference on Solar Heating and Cooling for Buildings and Industry (SHC),"JUL 09-11, 2012","San Francisco, CA",,,,,,,,,,,,,,,,,,,,,,1876-6102,,,,,,2012,30,,,,,,1016,1024,,10.1016/j.egypro.2012.11.114,,,,,,,WOS:000322163100113,,,,,,
J,"Han, J; Lu, L; Yang, HX",,,,"Han, Jun; Lu, Lin; Yang, Hongxing",,,Numerical evaluation of the mixed convective heat transfer in a double-pane window integrated with see-through a-Si PV cells with low-e coatings,APPLIED ENERGY,,,,,,,,,,,,,,,,"Lu, Lin/D-6919-2013; Han, Jun/I-5775-2012; Yang, Hongxing/E-5737-2014","Lu, Lin/0000-0002-4114-3468; Yang, Hongxing/0000-0001-5117-5394",,,,,,,,,,,,0306-2619,1872-9118,,,,NOV,2010,87,11,,,,,3431,3437,,10.1016/j.apenergy.2010.05.025,,,,,,,WOS:000280886600015,,,,,,
B,"Assi, A; Jama, M; Al Kathairi, K; Al Shehhi, I; Fattahi, S",,,IEEE,"Assi, A.; Jama, M.; Al Kathairi, K.; Al Shehhi, I.; Fattahi, S.",,,Predicting the Electrical Behavior of Grid-Tied Photovoltaic Systems in Al Ain - UAE/Model and Case Study,"2008 IEEE INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY TECHNOLOGIES (ICSET), VOLS 1 AND 2",,,,,IEEE International Conference on Sustainable Energy Technologies,"NOV 24-27, 2008","Singapore, SINGAPORE",IEEE,,,,,,,,"Jama, Mohammed/AAN-5200-2021; Jama, Mohammed/AAE-1231-2019; Jama, Mohammed/K-5936-2019","Jama, Mohammed/0000-0001-9845-9773; Assi, Ali/0000-0002-2220-7139",,,,,,,,,,,,,,978-1-4244-1887-9,,,,2008,,,,,,,443,447,,10.1109/ICSET.2008.4747048,,,,,,,WOS:000268749500087,,,,,,
B,"Corbin, CD; Brandemuehl, MJ",,,ASME,"Corbin, Charles D.; Brandemuehl, Michael J.",,,"MODELING, TESTING, AND EVALUATION OF A BUILDING-INTEGRATED PHOTOVOLTAIC-THERMAL COLLECTOR","ES2009: PROCEEDINGS OF THE ASME 3RD INTERNATIONAL CONFERENCE ON ENERGY SUSTAINABILITY, VOL 2",,,,,3rd International Conference on Energy Sustainability,"JUL 19-23, 2009","San Francisco, CA","ASME, Adv Energy Syst Div, ASME, Solar Energy Div",,,,,,,,"Corbin, Charles/N-1735-2015","Corbin, Charles/0000-0003-1639-1555",,,,,,,,,,,,,,978-0-7918-4890-6,,,,2009,,,,,,,319,328,,,,,,,,,WOS:000281966900037,,,,,,
J,"Shen, P; Yao, MN; Liu, JS; Long, YB; Guo, WB; Shen, L",,,,"Shen, Ping; Yao, Mengnan; Liu, Junshi; Long, Yongbing; Guo, Wenbin; Shen, Liang",,,Colored semitransparent polymer solar cells with a power conversion efficiency of 9.36% achieved by controlling the optical Tamm state,JOURNAL OF MATERIALS CHEMISTRY A,,,,,,,,,,,,,,,,,"Guo, Wenbin/0000-0002-7105-0908",,,,,,,,,,,,2050-7488,2050-7496,,,,FEB 28,2019,7,8,,,,,4102,4109,,10.1039/c9ta00227h,,,,,,,WOS:000459331600065,,,,,,
J,"Xu, RH",,,,Xu Ruhang,,,The restriction research for urban area building integrated grid-connected PV power generation potential,ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0360-5442,1873-6785,,,,OCT 15,2016,113,,,,,,124,143,,10.1016/j.energy.2016.07.035,,,,,,,WOS:000386410500013,,,,,,
S,"Zou, XJ; Li, B; Zhai, YH; Liu, HT",,,IEEE,"Zou, Xinjing; Li Bian; Zhai Yonghui; Liu Haitao",,,Performance Monitoring and test System for Grid-Connected Photovoltaic Systems,2012 ASIA-PACIFIC POWER AND ENERGY ENGINEERING CONFERENCE (APPEEC),Asia-Pacific Power and Energy Engineering Conference,,,,Asia-Pacific Power and Energy Engineering Conference (APPEEC),"MAR 27-29, 2012","Shanghai, PEOPLES R CHINA","IEEE, IEEE Power & Energy Soc, Shanghai Jiao Tong Univ, Wuhan Univ, Tongji Univ, Tianjin Univ, Jiangsu Univ, Huazhong Univ Sci & Technol, Beihang Univ, N China Elect Power Univ, Nanjing Univ Technol, E China Univ Sci & Technol, Guangxi Univ, China Univ Petr, Shanghai Univ",,,,,,,,,,,,,,,,,,,,,2157-4839,,978-1-4577-0547-2,,,,2012,,,,,,,,,,,,,,,,,WOS:000312728701051,,,,,,
J,"Walker, A; Balcomb, D; Kiss, G; Weaver, N; Becker, MH",,,,"Walker, A; Balcomb, D; Kiss, G; Weaver, N; Becker, MH",,,Analyzing two federal building-integrated photovoltaics projects using ENERGY-10 simulations,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,,,,,,,,,,,,,,,,,"Kiss, Gregory/0000-0002-8880-9677",,,,,,,,,,,,0199-6231,,,,,FEB,2003,125,1,,,,,28,33,,10.1115/1.1531643,,,,,,,WOS:000180890300004,,,,,,
J,"Chen, H; Lai, HJ; Chen, ZY; Zhu, YL; Wang, H; Han, L; Zhang, YZ; He, F",,,,"Chen, Hui; Lai, Hanjian; Chen, Ziyi; Zhu, Yulin; Wang, Huan; Han, Liang; Zhang, Yuanzhu; He, Feng",,,17.1 %-Efficient Eco-Compatible Organic Solar Cells from a Dissymmetric 3D Network Acceptor,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,,,,,,,,,,,,,,,,"Zhang, Yuan-Zhu/AAD-5208-2019; He, Feng/AAF-9445-2021","Zhang, Yuan-Zhu/0000-0002-1676-2427; He, Feng/0000-0002-8596-1366",,,,,,,,,,,,1433-7851,1521-3773,,,,FEB 8,2021,60,6,,,,,3238,3246,,10.1002/anie.202013053,,DEC 2020,,,,,WOS:000596883100001,33095512,,,,,
J,"Shahid, MU; Mohamed, NM; Muhsan, AS; Zaine, SNA; Bashiri, R; Khatani, M; Samsudin, AE",,,,"Shahid, Muhammad Umair; Mohamed, Norani Muti; Muhsan, Ali Samer; Zaine, Siti Nur Azella; Bashiri, Robabeh; Khatani, Mehboob; Samsudin, Adel Eskandar",,,Solvent exfoliated graphene incorporated mixed phase TiO2 transparent photoelectrode for the efficient and color transparent dye-sensitized solar cell,SOLAR ENERGY,,,,,,,,,,,,,,,,"Muhsan, Ali Samer/P-4140-2019; Zaine, Siti Nur Azella/AAK-5125-2021","Muhsan, Ali Samer/0000-0001-8270-0091; Zaine, Siti Nur Azella/0000-0003-0098-9843",,,,,,,,,,,,0038-092X,,,,,AUG,2020,206,,,,,,317,329,,10.1016/j.solener.2020.06.003,,,,,,,WOS:000566922500009,,,,,,
J,"Zogou, O; Stapountzis, H",,,,"Zogou, Olympia; Stapountzis, Herricos",,,Energy analysis of an improved concept of integrated PV panels in an office building in central Greece,APPLIED ENERGY,,,,,,,,,,,,,,,,"Zogou, Olympia/AAU-3298-2021","Zogou, Olympia/0000-0002-1514-9874",,,,,,,,,,,,0306-2619,,,,,MAR,2011,88,3,,,,,853,866,,10.1016/j.apenergy.2010.08.023,,,,,,,WOS:000285217400032,,,,,,
J,"Koyunbaba, BK; Yilmaz, Z",,,,"Koyunbaba, Basak Kundakci; Yilmaz, Zerrin",,,"The comparison of Trombe wall systems with single glass, double glass and PV panels",RENEWABLE ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0960-1481,,,,,SEP,2012,45,,,,,,111,118,,10.1016/j.renene.2012.02.026,,,,,,,WOS:000303645000013,,,,,,
J,"Sellami, N; Mallick, TK",,,,"Sellami, Nazmi; Mallick, Tapas K.",,,Optical efficiency study of PV Crossed Compound Parabolic Concentrator,APPLIED ENERGY,,,,,,,,,,,,,,,,"Mallick, Tapas/ABE-6357-2020","Sellami, Nazmi/0000-0003-2623-1934",,,,,,,,,,,,0306-2619,1872-9118,,,,FEB,2013,102,,,,SI,,868,876,,10.1016/j.apenergy.2012.08.052,,,,,,,WOS:000314190800092,,,,,,
J,"Song, AT; Lu, L; Liu, ZZ; Wong, MS",,,,"Song, Aotian; Lu, Lin; Liu, Zhizhao; Wong, Man Sing",,,A Study of Incentive Policies for Building-Integrated Photovoltaic Technology in Hong Kong,SUSTAINABILITY,,,,,,,,,,,,,,,,"Lu, Lin/D-6919-2013; Liu, Zhizhao/C-7406-2012; Wong, Man Sing/A-2718-2014","Lu, Lin/0000-0002-4114-3468; Liu, Zhizhao/0000-0001-6822-9248; Wong, Man Sing/0000-0002-6439-6775",,,,,,,,,,,,2071-1050,,,,,AUG,2016,8,8,,,,,,,769,10.3390/su8080769,,,,,,,WOS:000382452900069,,,,,,
B,"Zanelli, A; Monticelli, C; Beccarelli, P; Ibrahim, HM",,"Onate, E; Kroplin, B; Bletzinger, KU",,"Zanelli, Alessandra; Monticelli, Carol; Beccarelli, Paolo; Ibrahim, Hend Mohamed",,,EXPERIMENTAL MANUFACTURE OF A PNEUMATIC CUSHION MADE OF ETFE FOILS AND OPV CELLS,TEXTILE COMPOSITES AND INFLATABLE STRUCTURES V (STRUCTURAL MEMBRANES 2011),,,,,5th International Conference on Textile Composites and Inflated Structures,"OCT 05-07, 2011","Barcelona, SPAIN",,,,,,,,,"ZANELLI, ALESSANDRA/F-2658-2011","ZANELLI, ALESSANDRA/0000-0002-7635-1531; Beccarelli, Paolo/0000-0002-7670-9142",,,,,,,,,,,,,,978-84-89925-58-8,,,,2011,,,,,,,271,282,,,,,,,,,WOS:000313623900024,,,,,,
J,"Shukla, N; Watts, A; Honeker, C; Hill, M; Kosny, J",,,,"Shukla, Nitin; Watts, Alliston; Honeker, Christian; Hill, Mark; Kosny, Jan",,,Thermal impact of adhesive-mounted rooftop PV on underlying roof shingles,SOLAR ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0038-092X,,,,,NOV 1,2018,174,,,,,,957,966,,10.1016/j.solener.2018.09.079,,,,,,,WOS:000451499500094,,,,,,
J,"Noguchi, M",,,,"Noguchi, Masa",,,NET ZERO-ENERGY HOME DESIGN STRATEGIES LEARNED FROM CANADIAN EXPERIENCE,OPEN HOUSE INTERNATIONAL,,,,,,,,,,,,,,,,"Noguchi, Masa/V-4471-2019","Noguchi, Masa/0000-0003-1437-5455",,,,,,,,,,,,0168-2601,,,,,SEP,2008,33,3,,,,,88,95,,,,,,,,,WOS:000260113300009,,,,,,
J,"Freier, D; Muhammad-Sukki, F; Abu-Bakar, SH; Ramirez-Iniguez, R; Mas'ud, AA; Albarracin, R; Ardila-Rey, JA; Munir, A; Yasin, SHM; Bani, NA",,,,"Freier, Dania; Muhammad-Sukki, Firdaus; Abu-Bakar, Siti Hawa; Ramirez-Iniguez, Roberto; Mas'ud, Abdullahi Abubakar; Albarracin, Ricardo; Ardila-Rey, Jorge Alfredo; Munir, Abu Bakar; Yasin, Siti Hajar Mohd; Bani, Nurul Aini",,,Software simulation and experimental characterisation of a rotationally asymmetrical concentrator under direct and diffuse solar radiation,ENERGY CONVERSION AND MANAGEMENT,,,,,,,,,,,,,,,,"Albarracin, Ricardo/K-4232-2016; Rey, Jorge Alfredo Ardila/J-2061-2015; Sukki, Firdaus Muhammad/I-7442-2012","Albarracin, Ricardo/0000-0003-1586-5931; Rey, Jorge Alfredo Ardila/0000-0001-8811-2274; Sukki, Firdaus Muhammad/0000-0002-5415-2259; Mas'ud, Abdullahi/0000-0002-3262-0111; Abu-Bakar, Siti Hawa/0000-0003-3995-5288",,,,,,,,,,,,0196-8904,1879-2227,,,,AUG 15,2016,122,,,,,,223,238,,10.1016/j.enconman.2016.05.072,,,,,,,WOS:000379632600021,,,,,,
J,"Fiorito, F; Sauchelli, M; Arroyo, D; Pesenti, M; Imperadori, M; Masera, G; Ranzi, G",,,,"Fiorito, Francesco; Sauchelli, Michele; Arroyo, Diego; Pesenti, Marco; Imperadori, Marco; Masera, Gabriele; Ranzi, Gianluca",,,Shape morphing solar shadings: A review,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,,,,,,,,,,,,,,,"Gabriele Masera/K-7795-2015; Fiorito, Francesco/J-6353-2016","Gabriele Masera/0000-0002-0704-4052; Fiorito, Francesco/0000-0002-4554-738X; Arroyo, Diego/0000-0001-5547-4586; Ranzi, Gianluca/0000-0003-4603-8349; Pesenti, Marco/0000-0002-9723-529X",,,,,,,,,,,,1364-0321,,,,,MAR,2016,55,,,,,,863,884,,10.1016/j.rser.2015.10.086,,,,,,,WOS:000368959200062,,,,,,
J,"Peng, CH; Yang, JQ",,,,"Peng, Changhai; Yang, Jianqiang",,,The Effect of Photovoltaic Panels on the Rooftop Temperature in the EnergyPlus Simulation Environment,INTERNATIONAL JOURNAL OF PHOTOENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110-662X,1687-529X,,,,,2016,2016,,,,,,,,9020567,10.1155/2016/9020567,,,,,,,WOS:000371512000001,,,,,,
S,"Kaplanis, S; Kaplani, E",,"Simos, TE; Kalogiratou, Z; Monovasilis, T",,"Kaplanis, S.; Kaplani, E.",,,Intelligent Energy Buildings based on RES and Nanotechnology,INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2015 (ICCMSE 2015),AIP Conference Proceedings,,,,International Conference of Computational Methods in Sciences and Engineering (ICCMSE),"MAR 20-23, 2015","Athens, GREECE",,,,,,,,,,"Kaplani, Eleni/0000-0002-4987-4388",,,,,,,,,,,,0094-243X,,978-0-7354-1349-8,,,,2015,1702,,,,,,,,150005,10.1063/1.4938926,,,,,,,WOS:000371804300150,,,,,,
J,"Du, J; An, YD; Zhang, C; Zhu, CY; Li, XF; Ma, D",,,,"Du, Jun; An, Yidan; Zhang, Cheng; Zhu, Canyan; Li, Xiaofeng; Ma, Dong",,,Photonic Design and Electrical Evaluation of Dual-Functional Solar Cells for Energy Conversion and Display Applications,NANOSCALE RESEARCH LETTERS,,,,,,,,,,,,,,,,"Li, Xiaofeng/B-8074-2008","Li, Xiaofeng/0000-0002-4115-3287",,,,,,,,,,,,1931-7573,1556-276X,,,,FEB 28,2019,14,,,,,,,,70,10.1186/s11671-019-2901-6,,,,,,,WOS:000460029400002,30820688,,,,,
J,"Mendis, T; Huang, ZJ; Xu, S; Zhang, WR",,,,"Mendis, Thushini; Huang, Zhaojian; Xu, Shen; Zhang, Weirong",,,"Economic potential analysis of photovoltaic integrated shading strategies on commercial building facades in urban blocks: A case study of Colombo, Sri Lanka",ENERGY,,,,,,,,,,,,,,,,"Mendis, Thushini/AAN-9126-2021","Mendis, Thushini/0000-0003-3524-1667",,,,,,,,,,,,0360-5442,1873-6785,,,,MAR 1,2020,194,,,,,,,,116908,10.1016/j.energy.2020.116908,,,,,,,WOS:000519654200072,,,,,,
J,"Kang, H; Hong, T; Lee, M",,,,"Kang, Hyuna; Hong, Taehoon; Lee, Minhyun",,,Technical performance analysis of the smart solar photovoltaic blinds based on the solar tracking methods considering the climate factors,ENERGY AND BUILDINGS,,,,,,,,,,,,,,,,"Lee, Minhyun/ABC-4473-2020","Lee, Minhyun/0000-0002-1536-5956",,,,,,,,,,,,0378-7788,1872-6178,,,,MAY 1,2019,190,,,,,,34,48,,10.1016/j.enbuild.2019.02.013,,,,,,,WOS:000463129100004,,,,,,
J,"Moreno, A; Chemisana, D; Vaillon, R; Riverola, A; Solans, A",,,,"Moreno, Alex; Chemisana, Daniel; Vaillon, Rodolphe; Riverola, Alberto; Solans, Alejandro",,,Energy and Luminous Performance Investigation of an OPV/ETFE Glazing Element for Building Integration,ENERGIES,,,,,,,,,,,,,,,,"Riverola, Alberto/AAD-5534-2019; Chemisana, Daniel/F-9759-2016","Riverola, Alberto/0000-0003-2846-7289; Chemisana, Daniel/0000-0002-6887-5204; Vaillon, Rodolphe/0000-0002-8559-3604; Moreno Bellostes, Alexandre/0000-0002-2227-0701",,,,,,,,,,,,1996-1073,,,,,MAY 2,2019,12,10,,,,,,,1870,10.3390/en12101870,,,,,,,WOS:000471016700049,,,,,,
S,"Stifter, M; Kathan, J",,,IEEE,"Stifter, M.; Kathan, J.",,,Sun(Power)City - Innovative Measures to increase the Demand Coverage with Photovoltaics,2010 IEEE PES CONFERENCE ON INNOVATIVE SMART GRID TECHNOLOGIES EUROPE (ISGT EUROPE),IEEE PES Innovative Smart Grid Technologies Conference Europe,,,,IEEE-PES Conference on Innovative Smart Grid Technologies Europe (ISGT Europe),"OCT 11-13, 2010","Gothenburg, SWEDEN","IEEE Power & Energy Soc, IEEE, Chalmers Univ Technol",,,,,,,,,,,,,,,,,,,,,2165-4816,,978-1-4244-8510-9,,,,2010,,,,,,,,,,,,,,,,,WOS:000409970400009,,,,,,
B,,,"Musirin, I; Hamid, ZA; Rahmat, NA",,,,,The Application of Soft Computing Techniques to Improve the Performance of Maximum Power Point Tracker for PV System During Partial Shading,2014 IEEE 8TH INTERNATIONAL POWER ENGINEERING AND OPTIMIZATION CONFERENCE (PEOCO),,,,,8th IEEE International Power Engineering and Optimization Conference (PEOCO),"MAR 24-25, 2014",MALAYSIA,"IEEE, IEEE Malaysia Power & Energy Soc Chapter, IEEE Malaysia Sect, Univ Teknologi Mara, Ctr Elect Power Engn Studies",,,,,,,,,,,,,,,,,,,,,,,978-1-4799-2422-6,,,,2014,,,,,,,237,242,,,,,,,,,WOS:000355404800044,,,,,,
J,"Becerril-Romero, I; Giraldo, S; Lopez-Marino, S; Placidi, M; Sanchez, Y; Sylla, D; Perez-Rodriguez, A; Saucedo, E; Pistor, P",,,,"Becerril-Romero, Ignacio; Giraldo, Sergio; Lopez-Marino, Simon; Placidi, Marcel; Sanchez, Yudania; Sylla, Dioulde; Perez-Rodriguez, Alejandro; Saucedo, Edgardo; Pistor, Paul",,,Vitreous enamel as sodium source for efficient kesterite solar cells on commercial ceramic tiles,SOLAR ENERGY MATERIALS AND SOLAR CELLS,,,,,,,,,,,,,,,,"Becerril-Romero, Ignacio/A-5648-2019; Pistor, Paul/AAA-4299-2020; Giraldo, Sergio/S-4493-2017; Gonzalez, Yudania Sanchez/B-4123-2014; Saucedo, Edgardo/A-7159-2014","Becerril-Romero, Ignacio/0000-0002-7087-6097; Pistor, Paul/0000-0002-9244-915X; Giraldo, Sergio/0000-0003-4881-5041; Gonzalez, Yudania Sanchez/0000-0002-5740-1150; Perez-Rodriguez, Alejandro/0000-0002-3525-1497; Saucedo, Edgardo/0000-0003-2123-6162; Placidi, Marcel/0000-0001-5684-9669",,,,,,,,,,,,0927-0248,1879-3398,,,,SEP,2016,154,,,,,,11,17,,10.1016/j.solmat.2016.04.035,,,,,,,WOS:000378569600002,,,,,,
