Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
ILUCQN7E,book,2005,"Masseck, Torsten",Transparent amorphous silicon PV-facade as part of an integrated concept for the energetic rehabilitation of an office building in Barcelona,,978-3-936338-19-5,,,https://upcommons.upc.edu/handle/2117/604,,2005-06,20.07.21 15:38,20.07.21 15:38,20.07.21 15:38,,,,,,,,,,,,WIP-Renewable Energies,,eng,Open Access,,,,upcommons.upc.edu,,Accepted: 2007-01-11T14:36:16Z,,/Users/jmccarty/Zotero/storage/MK8LMP4X/Masseck - 2005 - Transparent amorphous silicon PV-facade as part of.pdf; /Users/jmccarty/Zotero/storage/VKQRYFNL/604.html,,,BIPV; Facades; Building integration; Architecture and solar radiation; Àrees temàtiques de la UPC::Arquitectura::Arquitectura sostenible; Àrees temàtiques de la UPC::Edificació::Construcció sostenible; Àrees temàtiques de la UPC::Edificació::Instal·lacions i acondicionament d’edificis::Aïllament acústic i tèrmic; Building-integrated photovoltaic systems; Coloured photovoltaics; Edificis solars; Energetic refurbishment; Energia tèrmica solar; Natural ventilation; Solar architecture; Ventilació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHZRXDH8,conferencePaper,2006,"Yang, Hongxing; Li, Y. T.",Potential of building-integrated photovoltaic applications,,,,,https://research.polyu.edu.hk/en/publications/potential-of-building-integrated-photovoltaic-applications,,2006,20.07.21 15:38,20.07.21 15:38,20.07.21 15:38,,,,,,,,,,,,,,English,,,,,research.polyu.edu.hk,,,,/Users/jmccarty/Zotero/storage/DJEYQGRV/potential-of-building-integrated-photovoltaic-applications.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Sustainable Energy Technologies [SET],,,,,,,,,,,,,,,
ILY3ZHGC,conferencePaper,2006,"Bahaj, A. S.; James, P. A. B.; Jentsch, M. F.; Bahaj, A. S.; James, P. A. B.; Jentsch, M. F.",A critical appraisal of the added value of BiPV in atria,,978-1-903605-29-5,,,https://eprints.soton.ac.uk/53815/,"Building integration of photovoltaics (PV) has long been acknowledged as a key application for PV in developed countries. The avoided use of comparably priced alternatives such as polished stone in commercial facades enables PV to be applied often at no additional cost. The use of semi-transparent PV modules within commercial atria represents an interesting application in this respect. However, compared to standard double glazing an element incorporating mono-crystalline PV cells in a glass-glass construction comes at a cost premium. To justify such an application there must be significant added value in the PV solution. This paper critically appraises a semi-transparent PV atrium which has been used to link two buildings at Southampton University. The PV atrium encloses the main campus reception desk and performs multiple functions, which have direct and indirect benefits for the building users and the wider University: electricity generation, solar protection, environmental and technology statements for the building and the University, enhanced comfort and prestige of the office workspace. A comparison of alternative shading solutions for the atrium combined with evaluation of user’s perception of the building / atrium and its impact on their personal workspace has been undertaken. It is shown that PV in commercial atria does not always have to be considered as a ‘luxury’ option and with appropriate consideration of these added value factors, its selection justified.",2006-04,20.07.21 15:38,20.07.21 15:38,20.07.21 15:38,273-278,,,,,,,,,,,REMIC,,,,,,,eprints.soton.ac.uk,,,,/Users/jmccarty/Zotero/storage/Z282MPXE/53815.html,,,,,,,"Bahaj, A. S.; James, P. A. B.; Jentsch, M. F.",,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings 2nd International Conference of Renewable Energy in Maritime Island Climates (REMIC 2) (25/04/06 - 27/04/06),,,,,,,,,,,,,,,
LZQH6RLV,webpage,2006,"Croxford, B.; Scott, K.",Can PV or solar thermal systems be cost effective ways of reducing CO 2 emissions for residential buildings?,"In: Campbell-Howe, R, (ed.) Solar 2006: Renewable Energy - Key to Climate Recovery.    American Solar Energy Society (ASES): Denver, US. (2006)",,,,https://discovery.ucl.ac.uk/id/eprint/2642/,"This paper compares two solar systems, an actual building integrated, photovoltaic roof (BIPV) and a notional solar thermal system for a residential block in London, UK. The carbon payback for the solar thermal system is 2 years, the BIPV system has a carbon payback of 6 years. Simple economic payback times for both systems are more than 50 years. Calculations considering the current UK energy price increase (10%/yr), reduce the economic payback time for the PV roof to under 30 years.The costs to reduce overall carbon dioxide emissions using a BIPV roof are £196/tonne CO2, solar thermal individual systems at £65/tonne CO2 and community solar thermal at £38/tonne CO2. The current spot market price for CO2 is £15/tonne CO2 (20). Capital costs for PV systems in particular must be significantly reduced for them to be a cost-effective way to reduce CO2. This paper compares two solar systems, an actual building integrated, photovoltaic roof (BIPV) and a notional solar thermal system for a residential block in London, UK. The carbon payback for the solar thermal system is 2 years, the BIPV system has a carbon payback of 6 years. Simple economic payback times for both systems are more than 50 years. Calculations considering the current UK energy price increase (10%/yr), reduce the economic payback time for the PV roof to under 30 years.The costs to reduce overall carbon dioxide emissions using a BIPV roof are £196/tonne CO2, solar thermal individual systems at £65/tonne CO2 and community solar thermal at £38/tonne CO2. The current spot market price for CO2 is £15/tonne CO2 (20). Capital costs for PV systems in particular must be significantly reduced for them to be a cost-effective way to reduce CO2.",2006-07,20.07.21 15:38,20.07.21 15:38,20.07.21 15:38,,,,,,,,,,,,,,eng,open,Proceedings paper,,,,,"Place: Denver, US Publisher: American Solar Energy Society (ASES)",,/Users/jmccarty/Zotero/storage/VF8SGREI/Croxford and Scott - 2006 - Can PV or solar thermal systems be cost effective .pdf; /Users/jmccarty/Zotero/storage/QY8V7VNE/2642.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ8N22S5,book,2007,"Malik, Waseem","PV in Buildings - Analysis, Design &amp; Case Study",,,,,http://urn.kb.se/resolve?urn=urn:nbn:se:du-2938,DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.,2007,20.07.21 15:38,20.07.21 15:38,20.07.21 15:38,,,,,,,,,,,,,,eng,,,,,www.diva-portal.org,,,,/Users/jmccarty/Zotero/storage/ZGUR4CC5/record.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68UJ5V6V,journalArticle,2007,"Anderson, Timothy; Duke, Mike",Application of the Hottel-Whillier equations to the analysis of a building integrated photovoltaic/thermal solar collector,SB07: Presentations of the New Zealand Sustainable Building Conference : Transforming our built environment,,,,https://dro.deakin.edu.au/view/DU:30023082,"The idea of combining photovoltaic and solar thermal collectors (PVT collectors) to provide electrical and heat energy is not new, however it is an area that has received only limited attention. With concern growing over energy sources and their usage, PVTs have become an area receiving more attention. Although PVTs are not as prevalent as solar thermal systems, the integration of photovoltaic and solar thermal collectors into the walls or roofing structure of a building could provide greater opportunity for the use of renewable solar energy technologies in domestic, commercial and industrial applications. As such, the design of a novel building integrated photovoltaic/thermal (BIPVT) solar collector is theoretically analysed through the use of a modified Hottel-Whillier model. The thermal and electrical efficiency under a range of conditions are subsequently determined and results showing how key design parameters influence the performance of the BIPVT system are presented.<br />",01.01.07,20.07.21 15:38,20.07.21 15:38,20.07.21 15:38,,,,,,,,,,,,,,eng,"2007, SB Conferences",,,,dro.deakin.edu.au,,"Conference Name: New Zealand Sustainable Building Conference (2007 : Auckland, New Zealand) Publisher: New Zealand Sustainable Building Conference",,/Users/jmccarty/Zotero/storage/X39DC9M4/DU30023082.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSDKHK4Z,journalArticle,2007,"Cole, R. J.; Cayuela, A.; McCarry, B.; Robinson, J.; Tabatabaian, M.; Yen, D.",Centre for Interactive Research on Sustainability : integration of PV,,,,,https://www.osti.gov/etdeweb/biblio/20945223,"This paper provided details of the building-integrated photovoltaic (BIPV) system designed for the Centre for Interactive Research on Sustainability (CIRS). The centre will be used as a research vehicle for the assessment and monitoring of sustainable building products and practices. The BIPV will occupy an area of 170 m{sup 2}, and will encompass the south-facing modules of an atrium skylight saw-tooth. Installed capacity of the system will be 23 kWp. The tilt angle of the south-facing part of the skylight will be 30 degrees. Real time monitoring and display of the energy provided by the BIPV is expected to provide feedback for the researchers and allow the public to gain a better understanding of its operation. The BIPV was designed to be a net producer of energy for the centre and is one of several clean energy strategies that will be used to ensure that the centre remains carbon neutral. The design of the PV system and its overall transparently will ensure that the centre uses 100 per cent daylighting. Rainwater will also be collected on the PV surfaces. The BIPV will be monitored as part of a research program developing anticipatory-predictive control algorithms for solar-optimized buildings, and was designed to be accessible to the public. It was concluded that the BIPV system will lead to greater public and industry acceptance of solar technology. 7 refs., 2 tabs., 7 figs.",01.07.07,20.07.21 15:39,20.07.21 15:39,20.07.21 15:39,,,,,,,Centre for Interactive Research on Sustainability,,,,,,,English,,,,,www.osti.gov,,,,/Users/jmccarty/Zotero/storage/U3PPZVRU/20945223.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QMBNYJHR,journalArticle,2007,"Anderson, Timothy Nicholas; Duke, Mike; Carson, James K.",Improved electrical efficiency by active cooling of building integrated photovoltaic panels,,,,,https://researchcommons.waikato.ac.nz/handle/10289/3670,"The electrical efficiency of photovoltaic devices can be directly related to the temperature of the photovoltaic cells. The ability to actively cool building integrated photovoltaic solar panels allows their electrical efficiency to be maintained during periods of high solar radiation. Furthermore, the ability to capture and store heat from building integrated photovoltaic panels presents the opportunity for building integrated photovoltaic thermal (BIPVT) solar collectors. In this study a BIPVT solar collector was analysed and key parameters affecting its electrical efficiency were identified.",2007,20.07.21 15:39,20.07.21 15:39,20.07.21 15:39,31-36,,,,,,,,,,,,,en,,,,,researchcommons.waikato.ac.nz,,Accepted: 2010-03-04T01:26:55Z Publisher: Victoria University of Wellington,,/Users/jmccarty/Zotero/storage/X6697MEK/Anderson et al. - 2007 - Improved electrical efficiency by active cooling o.pdf; /Users/jmccarty/Zotero/storage/FELQSEY4/3670.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCAE2YVL,conferencePaper,2007,"Anderson, Timothy Nicholas; Duke, Mike",Analysis of a photovoltaic/thermal solar collector for building integration,SB07 NZ Conference - Transforming our built environment,,,,https://researchcommons.waikato.ac.nz/handle/10289/3668,"The idea of combining photovoltaic and solar thermal collectors (PVT collectors) to provide electrical and heat energy is not new, however it is an area that has received only limited attention. With concern growing over energy sources and their usage, PVTs have become a focus point of interest in the field of solar energy research. Although PVTs are not as prevalent as solar thermal systems, the integration of photovoltaic and solar thermal collectors into the walls or roofing structure of a building could provide greater opportunity for the use of renewable solar energy technologies in domestic, commercial and industrial applications. As such, the design of a novel building integrated photovoltaic/thermal (BIPVT) solar collector is theoretically analysed through the use of a modified Hottel-Whillier model. The thermal efficiency under a range of conditions was subsequently determined and results showing how key design parameters influence the performance of the BIPVT system are presented.",2007,20.07.21 15:39,20.07.21 15:39,20.07.21 15:39,,,,,,,,,,,,,,en,,,,,researchcommons.waikato.ac.nz,,Accepted: 2010-03-03T23:28:30Z,,/Users/jmccarty/Zotero/storage/CVRLP3ZJ/Anderson and Duke - 2007 - Analysis of a photovoltaicthermal solar collector.pdf; /Users/jmccarty/Zotero/storage/T7V2Y4A8/3668.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB07 NZ Conference - Transforming our built environment,,,,,,,,,,,,,,,
Y7LSD6NT,journalArticle,2008,"Anderson, T. N.; Bura, S.; Duke, M.; Carson, J. K.; Lay, M.",Development of a building integrated photovoltaic/thermal solar collector based on steel roofing,"Proceedings of the 3rd New Zealand Metals Industry Conference, Auckland 2008",,,,https://dro.deakin.edu.au/view/DU:30023081,"The use of onsite renewable energy cogeneration from structural building elements is a relatively new concept, and one that is gaining considerable interest in the building industry. In this study the design, development, testing and production methods for a novel building integrated photovoltaic/thermal (BIPVT) solar energy cogeneration system are examined and discussed.<br /><br />During the analysis of the design, adhesives (ADH), resistance seam welding (RSW) and autoclaving (ATC) were identified as the most appropriate for fabricating BIPVT panels for roofing and fa&ccedil;ade applications. Of these manufacturing methods ADH was found to be most suitable for low volume production systems due to its low capital cost.<br /><br />Furthermore, a prototype panel was fabricated using ADH methods and exhibited good thermal performance. In addition it was shown, using experimental testing, that the performance of a BIPVT could be theoretically predicted using a one-dimensional heat transfer model. Furthermore, the model was used to suggest further improvements that could be made to the design. Finally, a transient simulation of the BIPVT was performed in TRNSYS and was used to illustrate the long term benefits of the system.<br />",01.01.08,20.07.21 15:39,20.07.21 15:39,20.07.21 15:39,01.Oct,,,,,,,,,,,,,eng,"2008, Metals NZ Industry",,,,dro.deakin.edu.au,,"Conference Name: New Zealand Metals Industry. Conference (4th : 2008 : Auckland, New Zealand) Publisher: [The Conference]",,/Users/jmccarty/Zotero/storage/7P3CGI4T/DU30023081.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8JSEFK8V,conferencePaper,2008,"Noguchi, Masa",BIPV Education Initiative the Mackintosh School of Architecture,,,,,http://radar.gsa.ac.uk/1275/,"The implementation of the Building Integrated Photovoltaics (BIPV) has the great potential to reduce the emissions of carbon dioxide (CO2) that considerably contributes to global warming, when building comes into operation. Moreover, buildings, where PV cells are well integrated, also provide non-economic benefits including the visual value of green architecture that helps gain the market acceptance. The needs for PV education at the schools of architecture, which generally train and generate future architects, are on the rise and the know-how to implement BIPV should be taught sufficiently at the design schools in response to societal needs for the 21st century architecture. Over the past ten years, the Mackintosh School of Architecture (Mac), which belongs to the Glasgow School of Art, has noted the embracing of ‘environmental sustainability’ in architecture as a core precept in the profession, as well as the education. In fact, in line with green building materials and systems that improve the energy-efficiency in building envelope, BIPV is well introduced to the undergraduate design studio course, as well as the postgraduate studies of energy and environment. In addition to the traditional lecture inputs, the architecture students are also invited to participate in the learning activities outside lecture theatres, such as a BIPV construction site excursion and design charrette, in order to guide the non-technical architecture students to thorough understanding of BIPV through experience.  The ‘excursion’ involves a new setting, where students can actually experience subjects in question. As well, this provides an opportunity for reflective dialogue between teacher and learners and among learners. On 3rd-5th September, 2007, the Mac organised the PV Zero-carbon Mass Custom Home Mission to Japan, where 18 delegates from the government, industry and academia from the UK, France and China joined and 2 architecture students at the Mac are also among them. The participants visited not only the state-of-the-art production and sales facilities of 5 leading PV solar housing manufacturers in Japan—Sekisui Chemical Co., Misawa Homes Co., PanaHome Corp., SANYO Homes Co., and Sekisui House Ltd. <http://www.cbe.org.uk/news/index.html>. As well, the mission was also extended to the visit to a new solar housing community that is composed of total 120 homes equipped with PV systems—i.e. PV solar mass customised housing community.  The design charrette was held at the former YMCA lodge in Wiston in March 2007, and provided the students with an interdisciplinary learning experience, where the environmental engineering and architecture students work as a team to actually design the lodge’s new bunkhouse that needs to be energy-efficient in response to the owners’ demands. Five design teams were organised and assigned to produce their own solar solutions. This design exercises took on a new sense of reality. Because of this transition, or simply chance, a scheme manifested itself over the weekend and it was not only practical to build, but also serene in terms of design and contextuality. All the multi-disciplinary teams have identical briefs, but each team is allowed to select their own site within the vicinity of the lodge. In the charrette, students are also given opportunities to experience user-friendly simulation tools that help identify PV performance in relation to the solar panel orientation and tilt under specified climatic conditions. The charrette creates a stimulative learning environment, where architecture students together with the engineering experience the implementation of BIPV. This paper aims to identify architecture students’ learning activities of BIPV that is rarely taught at design schools in the UK today. The analysis of the learning processes and outcomes of the BIPV educational initiative at the Mac may help other schools to develop new courses that aim to enhance the future architects’ readiness to apply BIPV to the 21st century architecture that is expected to be zero-energy, or perhaps carbon-neutral.",02.04.08,20.07.21 15:40,20.07.21 15:40,20.07.21 15:40,,,,,,,,,,,,,"Bath, United Kingdom",,,,,,radar.gsa.ac.uk,,,,/Users/jmccarty/Zotero/storage/XZZ8N2VM/1275.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UK-ISES 4th Photovoltaic Science, Applications and Technology Conference",,,,,,,,,,,,,,,
